developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,total_reviews,total_positive,total_negative,positive_percentual,metacritic,is_free,price_initial (USD),label_positive,release_year
"['Liao Kai', 'LKK GAME']",['Liao Kai'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Remote Play Together', 'Family Sharing']",['Action'],0,28,['windows'],True,20,18,2,90.0,0,False,4.99,1,
['Celeritas Games'],['Celeritas Games'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Indie', 'Simulation']",0,17,['windows'],True,28,22,6,78.6,0,False,7.99,0,
"['SimonCreative', 'STORIA']",['SimonCreative'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'RPG', 'Strategy']",0,16,['windows'],True,5,5,0,100.0,0,False,9.99,1,
['SINABRO SOFT'],['SINABRO SOFT'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,20,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['Latte Games JSC'],['Latte Games JSC'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,2,2,0,100.0,0,False,2.99,1,
"['Annanyyazov Bahaveddin', 'Annaseyidov Mergen', 'Esenov Parahat', 'Ashyrov Arman', 'Hudayberdiyev Shanazar', 'Durdyyev Abdyrahman']","['Rainbow Affect', 'Bazarmyrat Ballyyev']","['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Adventure', 'Massively Multiplayer', 'Racing', 'Sports', 'Strategy', 'Early Access']",0,0,['windows'],True,2,2,0,100.0,0,False,7.99,1,
"['oyajinojiike', 'keikun']",['oyajinojiike'],"['Single-player', 'Family Sharing']",['Simulation'],0,16,['windows'],True,2,2,0,100.0,0,False,4.99,1,
"['雪山雞白郎', 'SnowGBL']","['Playmeow', 'CS Game', 'ACG creator']","['Single-player', 'Captions available', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'RPG', 'Simulation']",0,0,['windows'],True,27,22,5,81.5,0,False,16.99,1,
['Ethan Sanderson'],['Ethan Sanderson'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie', 'Strategy']",0,7,['windows'],True,3,3,0,100.0,0,False,0.99,1,
['Adam Rakan'],['Adam Rakan'],"['Single-player', 'Family Sharing']","['Indie', 'Simulation']",0,0,['windows'],True,2,2,0,100.0,0,False,4.99,1,
['Shadow Games'],['Shadow Games'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Family Sharing']","['Action', 'Early Access']",0,0,['windows'],True,4,3,1,75.0,0,False,9.99,0,
['Jofini'],['Jofini'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",0,0,['windows'],True,2,2,0,100.0,0,False,4.99,1,
['Atomic Nugget Studio'],['Atomic Nugget Studio'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Indie']",0,7,['windows'],True,9,8,1,88.9,0,False,4.99,1,
['DemonLabs Interactive'],['DemonLabs Interactive'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,7,['windows'],True,23,12,11,52.2,0,False,9.99,0,
['MythicPenguin'],['MythicPenguin'],"['Single-player', 'Family Sharing']","['Action', 'Indie']",0,0,['windows'],True,1,0,1,0.0,0,False,4.99,0,
['Little Crows Studio'],['Little Crows Studio'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Indie']",0,20,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['616 GAMES'],['616 GAMES'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Adventure', 'Simulation']",0,2,['windows'],True,84,63,21,75.0,0,False,1.99,0,
['Ethel Chamomile'],['Ethel Chamomile'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie', 'RPG']",0,0,['windows'],True,7,7,0,100.0,0,False,1.99,1,
['イシコロドウ'],"['072 Project', 'News']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Indie', 'RPG']",0,20,['windows'],True,19,14,5,73.7,0,False,16.99,0,
['Joseph Holliday'],['Doc Holliday Games LLC'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Includes level editor', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,15,"['windows', 'linux']",True,13,13,0,100.0,0,False,9.99,1,
['Xiri'],['Xiri'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,26,"['windows', 'mac']",True,20,20,0,100.0,0,False,5.99,1,
['Wobble Blocks'],['Wobble Blocks'],"['Single-player', 'Family Sharing']",['Action'],0,22,['windows'],True,4,3,1,75.0,0,False,9.99,0,
['Airerror'],['Airerror'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Full controller support', 'Family Sharing']","['Action', 'Casual', 'Strategy']",0,0,['windows'],True,1,1,0,100.0,0,False,9.99,1,
['J Corners'],['J Corners'],['Family Sharing'],['Action'],0,0,['windows'],True,19,16,3,84.2,0,False,2.99,1,
['Dehist Games'],['Dehist Games'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,48,['windows'],True,1,1,0,100.0,0,False,11.99,1,
['Emberlight Interactive'],['Emberlight Interactive'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Casual', 'Strategy']",0,19,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['HFM Games'],['HFM Games'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Partial Controller Support', 'Family Sharing']","['Action', 'Massively Multiplayer', 'Simulation', 'Early Access']",0,0,['windows'],True,1596,1363,233,85.4,0,False,3.99,1,
['José Minelli'],['Minelli'],"['Single-player', 'Steam Achievements', 'HDR available', 'Family Sharing']",['Racing'],0,2,['windows'],True,3,2,1,66.7,0,False,1.99,0,
['Lu'],['Lu'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,5,['windows'],True,23,22,1,95.7,0,False,2.99,1,
['Scorge_'],['Badgermouth Productions'],"['Multi-player', 'MMO', 'Family Sharing']","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy', 'Early Access']",0,0,['windows'],True,10,8,2,80.0,0,False,19.99,1,
['Oriseus Studios'],['Oriseus Studios'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,18,['windows'],True,4,4,0,100.0,0,False,9.99,1,
['Midnight Breakfast'],['Midnight Breakfast'],"['Single-player', 'Family Sharing']","['Casual', 'Indie']",0,0,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['ChessBase GmbH'],['ChessBase GmbH'],"['Single-player', 'Multi-player', 'Family Sharing']",['Strategy'],0,96,['windows'],True,10,8,2,80.0,0,False,69.99,1,
['Karlis Zabers'],['teamBitClub'],"['Single-player', 'Family Sharing']",['Action'],0,0,['windows'],True,2,0,2,0.0,0,False,2.99,0,
['Strategic Simulations'],['SNEG'],"['Single-player', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy']",0,0,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['Strategic Simulations'],['SNEG'],"['Single-player', 'Steam Cloud', 'Family Sharing']",['Strategy'],0,0,['windows'],True,1,1,0,100.0,0,False,5.99,1,
['Strategic Simulations'],['SNEG'],"['Single-player', 'Steam Cloud', 'Family Sharing']","['Simulation', 'Strategy']",0,0,['windows'],True,12,11,1,91.7,0,False,5.99,1,
['Apskeppet'],['Apskeppet'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Casual', 'Indie']",0,0,"['windows', 'mac']",True,76,75,1,98.7,0,False,4.99,1,
['seekmindstudio'],['seekmindstudio'],"['Single-player', 'VR Only', 'Partial Controller Support', 'Family Sharing']","['Indie', 'Simulation']",0,0,['windows'],True,2,0,2,0.0,0,False,9.99,0,
['Savu Interactive'],['Savu Interactive'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Family Sharing']","['Casual', 'Strategy']",0,27,['windows'],True,2,2,0,100.0,0,False,4.99,1,
['Beepsterr'],['Beepsterr'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Simulation']",0,14,"['windows', 'mac', 'linux']",True,1,1,0,100.0,0,False,2.99,1,
['Roko'],['Roko'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,3,['windows'],True,15,14,1,93.3,0,False,1.99,1,
['Yamate'],['Yamate'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie']",0,0,['windows'],True,1,0,1,0.0,0,False,5.99,0,
['Humanity 1 Studios'],['Humanity 1 Studios'],"['Single-player', 'Captions available', 'Family Sharing']","['Indie', 'Simulation']",0,10,"['windows', 'mac']",True,2,1,1,50.0,0,False,9.99,0,
['KANEGON GAMES'],['KANEGON GAMES'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,4,2,2,50.0,0,False,2.99,0,
['Lebbi'],['Lebbi'],['Single-player'],"['Adventure', 'Indie', 'Strategy', 'Free To Play']",0,0,"['windows', 'mac', 'linux']",True,1,0,1,0.0,0,True,0.0,0,
['Ancient Newt Games'],['Ancient Newt Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,5,"['windows', 'mac', 'linux']",True,3,3,0,100.0,0,False,3.0,1,
['Kawaii Light Games'],['Kawaii Light Games'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,10,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Moon Mantis Games'],['Moon Mantis Games'],"['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,14,12,2,85.7,0,False,5.99,1,
['Star Mill B.V.'],['Star Mill B.V.'],"['Single-player', 'Steam Cloud', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,0,1,0.0,0,False,9.99,0,
['Lost Frame Development'],['Lost Frame Development'],"['Single-player', 'Steam Achievements', 'Stats', 'Family Sharing']","['Action', 'Indie', 'Simulation', 'Strategy']",0,5,['windows'],True,15,14,1,93.3,0,False,4.99,1,
['2024-NGame'],['2024-NGame'],"['Single-player', 'Family Sharing']","['Casual', 'RPG']",0,0,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Matthew Lalande'],['Dualbooted'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'RPG', 'Strategy']",0,0,['windows'],True,1,1,0,100.0,0,False,6.99,1,
['HFTGames'],['HFTGames'],"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Family Sharing']","['Adventure', 'Casual', 'RPG']",0,27,['windows'],True,28,25,3,89.3,0,False,14.99,1,
['HON Team'],['Fulqrum Publishing'],"['Single-player', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,0,"['windows', 'mac', 'linux']",True,34,33,1,97.1,0,False,9.99,1,
['Flaming Monkey Studio'],['Flaming Monkey Studio'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Racing']",0,0,['windows'],True,11,11,0,100.0,0,False,4.99,1,
['Chepurniy Yevgeniy'],['Chepurniy Yevgeniy'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,15,['windows'],True,1,1,0,100.0,0,False,2.99,1,
"['Christopher Entzenberg', 'Rémi Fusade', ""Matej 'Retro' Jan"", 'Tobias Joppen', 'Mari-Anna Lepasson', 'BadgerIndieDev']",['Spelkollektivet'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0,30,"['windows', 'mac']",True,29,29,0,100.0,0,False,2.99,1,
"['Safe Flight Games', 'Joey Schutz']","['Safe Flight Games', 'Joey Schutz']","['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,11,"['windows', 'mac']",True,28,28,0,100.0,0,False,4.99,1,
['Goodboy Galaxy Ltd.'],['Goodboy Galaxy Ltd.'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Adventure', 'Indie']",0,98,"['windows', 'linux']",True,25,25,0,100.0,0,False,24.99,1,
['Dincicode'],['Dincicode'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Indie']",0,16,['windows'],True,3,2,1,66.7,0,False,6.99,0,
['Piero Domenico Bloise'],['Piero Domenico Bloise'],"['Single-player', 'Full controller support', 'Family Sharing']","['RPG', 'Strategy']",0,0,['windows'],True,1,0,1,0.0,0,False,4.99,0,
['Puzzle GX'],['Puzzle GX'],"['Single-player', 'Family Sharing']",['Adventure'],0,3,['windows'],True,1,0,1,0.0,0,False,3.99,0,
['Seven Jams'],['Seven Jams'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,39,['windows'],True,22,21,1,95.5,0,False,7.99,1,
['lemur_on_mars'],['lemur_on_mars'],"['Single-player', 'Family Sharing']",['Casual'],0,0,['windows'],True,1,1,0,100.0,0,False,2.99,1,
['Madowl Games'],['Madowl Games'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,10,['windows'],True,10,8,2,80.0,0,False,3.99,1,
"['Th3Vale', 'Midnijt']",['Th3 Game Studio'],"['Single-player', 'Steam Leaderboards', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,16,14,2,87.5,0,False,2.99,1,
['Qing He Games'],['Qing He Games'],"['Single-player', 'Family Sharing']","['Indie', 'Strategy']",0,0,['windows'],True,2,2,0,100.0,0,False,5.99,1,
['Tonguç Bodur'],['Tonguç Bodur'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,5,['windows'],True,3,2,1,66.7,0,False,5.99,0,
['Laurence Creates'],['Half Slice Studio'],"['Single-player', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",0,1,['windows'],True,3,1,2,33.3,0,False,1.99,0,
"['Duck Half Full', 'Duckamoly']","['Duck Half Full', 'Duckamoly']","['Single-player', 'Tracked Controller Support', 'VR Only', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Strategy']",0,0,['windows'],True,1,1,0,100.0,0,False,1.99,1,
['Moondolino'],['Moondolino'],"['Single-player', 'Family Sharing']","['RPG', 'Early Access']",0,0,['windows'],True,1,0,1,0.0,0,False,18.99,0,
['DHMelon'],['DHMelon'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Indie']",0,13,"['windows', 'mac']",True,6,6,0,100.0,0,False,3.99,1,
['ryuukyuushi'],['Ryuukyuushi Company'],"['Single-player', 'Family Sharing']",['Indie'],0,0,['windows'],True,1,1,0,100.0,0,False,0.99,1,
['Girf Games'],['Girf Games'],"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Remote Play Together', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",0,21,"['windows', 'mac', 'linux']",True,2,1,1,50.0,0,False,4.99,0,
['Smirna Simulator Games'],['Smirna Simulator Games'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Early Access']",0,0,['windows'],True,10,3,7,30.0,0,False,0.99,0,
['Snoflo'],['Snoflo'],"['Single-player', 'Full controller support', 'Family Sharing']","['Casual', 'Indie']",0,2,['windows'],True,1,1,0,100.0,0,False,0.99,1,
['超级大发喵'],['超级大发喵'],"['Single-player', 'Steam Cloud', 'Family Sharing']","['Indie', 'Strategy', 'Early Access']",0,0,['windows'],True,1,1,0,100.0,0,False,8.99,1,
['TDGame Studio'],['Anotherindie'],"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'RPG']",0,5,['windows'],True,37,36,1,97.3,0,False,2.99,1,
['Flurki Games'],['Flurki Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Casual', 'RPG']",0,0,['windows'],True,2,2,0,100.0,0,False,6.99,1,
['Rick Noiman'],['Rick Noiman'],['Single-player'],"['Action', 'Adventure', 'Indie', 'Free To Play']",0,0,['windows'],True,1,1,0,100.0,0,True,0.0,1,
['GARMM'],['XNKLV'],"['Single-player', 'Family Sharing']","['Casual', 'Indie', 'Strategy']",0,0,['windows'],True,4,4,0,100.0,0,False,4.99,1,
['STuNT'],['STuNT'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,5,1,4,20.0,0,False,0.99,0,
['BigByteKite'],['BigByteKite'],"['Single-player', 'Family Sharing']","['Action', 'Casual', 'Indie']",0,0,['windows'],True,8,7,1,87.5,0,False,0.99,1,
"['Tero Lunkka', 'Valkeala Software']","['Tero Lunkka', 'Valkeala Software']","['Single-player', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Indie']",0,16,['windows'],True,10,8,2,80.0,0,False,1.99,1,
['Untold Love Stories Games'],['Untold Love Stories Games'],"['Single-player', 'Family Sharing']","['Adventure', 'Indie', 'Simulation', 'Strategy']",0,0,['windows'],True,4,0,4,0.0,0,False,6.99,0,
['r0kee'],['EmptyFridge'],"['Single-player', 'Multi-player', 'Co-op', 'Online Co-op', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'Early Access']",0,0,['windows'],True,2,0,2,0.0,0,False,0.99,0,
['Isaac Lee'],['Isaac Lee'],"['Single-player', 'Family Sharing']","['Action', 'Strategy']",0,9,['windows'],True,10,10,0,100.0,0,False,4.99,1,
['Maksym Tarabara'],['Maksym Tarabara'],"['Single-player', 'Multi-player', 'Co-op', 'LAN Co-op', 'Shared/Split Screen Co-op', 'Shared/Split Screen', 'Partial Controller Support', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",0,10,['windows'],True,1,1,0,100.0,0,False,6.99,1,
['ChristaDev'],['ChristaDev'],"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Indie'],0,29,['windows'],True,1,1,0,100.0,0,False,4.99,1,
['Crimson Moth Games'],['Crimson Moth Games'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",0,0,['windows'],True,2,2,0,100.0,0,False,2.99,1,
['Utmost Games'],['Utmost Games'],"['Single-player', 'Full controller support', 'Family Sharing']","['Casual', 'Indie', 'Racing']",0,28,['windows'],True,1,1,0,100.0,0,False,0.99,1,
"['R Hill', 'Thomas P.R. Murphy']",['R Hill'],"['Single-player', 'Partial Controller Support', 'Family Sharing']",['Action'],0,0,['windows'],True,2,2,0,100.0,0,False,3.99,1,
['Ironcode Gaming'],['Ironcode Gaming'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Casual'],0,14,"['windows', 'mac', 'linux']",True,1,1,0,100.0,0,False,6.99,1,
['Anne Crawson'],['Anne Crawson'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",0,0,"['windows', 'mac']",True,1,1,0,100.0,0,False,4.99,1,
['Rebellion Game Kft.'],['Rebellion Game Kft.'],"['Multi-player', 'MMO', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Family Sharing']","['Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",0,66,['windows'],True,3,3,0,100.0,0,False,14.99,1,
['LikeGames'],['LikeGames'],"['Single-player', 'Steam Achievements', 'Family Sharing']",['Indie'],0,6,['windows'],True,1,0,1,0.0,0,False,7.99,0,
['KUBI Games'],['KUBI Games'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV', 'Family Sharing']","['Casual', 'Indie']",0,10,['windows'],True,2,2,0,100.0,0,False,9.99,1,
['Badtimetales'],['Badtimetales'],"['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",0,6,"['windows', 'mac', 'linux']",True,24,21,3,87.5,0,False,11.99,1,
['Top-Down Games'],['Hede'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",True,9,8,1,88.9,0,False,199.99,1,
['PUZZLE Games'],['Hede'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",True,9,9,0,100.0,0,False,199.99,1,
['PUZZLE Games'],['Hede'],"['Single-player', 'Steam Achievements', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Indie', 'Racing', 'RPG', 'Simulation', 'Sports', 'Strategy']",0,6,"['windows', 'mac', 'linux']",True,9,9,0,100.0,0,False,199.99,1,
